"","Buggy","Free"
"1273",0.146,0.854
"1274",0.066,0.934
"1275",0,1
"1276",0.086,0.914
"1277",0.026,0.974
"1278",0.206,0.794
"1279",0.014,0.986
"1280",0.338,0.662
"1281",0.49,0.51
"1282",0.214,0.786
"1283",0.05,0.95
"1284",0.092,0.908
"1285",0.718,0.282
"1286",0.012,0.988
"1287",0.05,0.95
"1288",0.008,0.992
"1289",0.168,0.832
"1290",0.318,0.682
"1291",0.5,0.5
"1292",0.1,0.9
"1293",0.04,0.96
"1294",0.05,0.95
"1295",0.246,0.754
"1296",0.036,0.964
"1297",0.054,0.946
"1298",0.478,0.522
"1299",0.394,0.606
"1300",0.002,0.998
"1301",0.28,0.72
"1302",0.288,0.712
"1303",0.604,0.396
"1304",0.414,0.586
"1305",0.128,0.872
"1306",0.63,0.37
"1307",0.004,0.996
"1308",0.072,0.928
"1309",0.55,0.45
"1310",0.566,0.434
"1311",0,1
"1312",0.042,0.958
"1313",0,1
"1314",0.22,0.78
"1315",0.674,0.326
"1316",0.224,0.776
"1317",0.002,0.998
"1318",0.048,0.952
"1319",0.516,0.484
"1320",0.074,0.926
"1321",0.49,0.51
"1322",0.714,0.286
"1323",0.098,0.902
"1324",0.036,0.964
"1325",0,1
"1326",0.002,0.998
"1327",0.25,0.75
"1328",0.386,0.614
"1329",0.038,0.962
"1330",0.1,0.9
"1331",0.062,0.938
"1332",0.518,0.482
"1333",0.082,0.918
"1334",0.06,0.94
"1335",0.586,0.414
"1336",0.576,0.424
"1337",0.09,0.91
"1338",0.016,0.984
"1339",0.03,0.97
"1340",0.032,0.968
"1341",0.39,0.61
"1342",0.326,0.674
"1343",0.072,0.928
"1344",0.068,0.932
"1345",0.068,0.932
"1346",0.004,0.996
"1347",0.046,0.954
"1348",0.07,0.93
"1349",0,1
"1350",0.002,0.998
"1351",0.044,0.956
"1352",0.548,0.452
"1353",0.066,0.934
"1354",0,1
"1355",0.008,0.992
"1356",0.012,0.988
"1357",0.004,0.996
"1358",0.622,0.378
"1359",0.06,0.94
"1360",0.06,0.94
"1361",0.264,0.736
"1362",0.002,0.998
"1363",0.05,0.95
"1364",0.3,0.7
"1365",0.454,0.546
"1366",0.344,0.656
"1367",0.04,0.96
"1368",0.632,0.368
"1369",0.002,0.998
"1370",0.002,0.998
"1371",0.578,0.422
"1372",0.71,0.29
"1373",0.018,0.982
"1374",0.002,0.998
"1375",0,1
"1376",0.304,0.696
"1377",0.208,0.792
"1378",0.53,0.47
"1379",0.036,0.964
"1380",0.278,0.722
"1381",0.066,0.934
"1382",0.1,0.9
"1383",0.048,0.952
"1384",0.132,0.868
"1385",0.028,0.972
"1386",0.014,0.986
"1387",0.074,0.926
"1388",0.144,0.856
"1389",0.216,0.784
"1390",0.204,0.796
"1391",0.008,0.992
"1392",0.31,0.69
"1393",0.454,0.546
"1394",0.13,0.87
"1395",0.132,0.868
"1396",0.25,0.75
"1397",0.122,0.878
"1398",0.116,0.884
"1399",0.122,0.878
"1400",0.53,0.47
"1401",0.036,0.964
"1402",0.054,0.946
"1403",0.004,0.996
"1404",0.024,0.976
"1405",0.132,0.868
"1406",0,1
"1407",0.936,0.064
"1408",0.086,0.914
"1409",0.066,0.934
"1410",0.002,0.998
"1411",0.052,0.948
"1412",0.552,0.448
"1413",0.404,0.596
"1414",0.006,0.994
"1415",0.036,0.964
"1416",0.048,0.952
"1417",0.044,0.956
"1418",0.178,0.822
"1419",0.066,0.934
"1420",0.032,0.968
"1421",0.014,0.986
"1422",0.232,0.768
"1423",0.066,0.934
"1424",0.068,0.932
"1425",0.306,0.694
"1426",0.258,0.742
"1427",0.066,0.934
"1428",0.19,0.81
"1429",0.022,0.978
"1430",0.64,0.36
"1431",0.192,0.808
"1432",0.004,0.996
"1433",0.064,0.936
"1434",0.336,0.664
"1435",0.482,0.518
"1436",0.01,0.99
"1437",0,1
"1438",0.062,0.938
"1439",0.476,0.524
"1440",0.284,0.716
"1441",0.034,0.966
"1442",0.018,0.982
"1443",0.124,0.876
"1444",0.074,0.926
"1445",0.784,0.216
"1446",0.212,0.788
"1447",0.858,0.142
"1448",0.024,0.976
"1449",0,1
"1450",0,1
"1451",0.926,0.074
"1452",0.004,0.996
"1453",0.134,0.866
"1454",0.022,0.978
"1455",0.262,0.738
"1456",0.006,0.994
"1457",0,1
"1458",0.014,0.986
"1459",0.128,0.872
"1460",0.104,0.896
"1461",0.254,0.746
"1462",0.066,0.934
"1463",0.576,0.424
"1464",0.004,0.996
"1465",0.06,0.94
"1466",0.084,0.916
"1467",0.122,0.878
"1468",0.054,0.946
"1469",0.062,0.938
"1470",0.262,0.738
"1471",0.574,0.426
"1472",0.02,0.98
"1473",0.006,0.994
"1474",0.098,0.902
"1475",0.03,0.97
"1476",0.044,0.956
"1477",0.04,0.96
"1478",0.07,0.93
"1479",0,1
"1480",0.172,0.828
"1481",0.006,0.994
"1482",0.054,0.946
"1483",0.08,0.92
"1484",0.536,0.464
"1485",0.664,0.336
"1486",0.048,0.952
"1487",0.038,0.962
"1488",0.018,0.982
"1489",0.044,0.956
"1490",0.322,0.678
"1491",0.026,0.974
"1492",0.002,0.998
"1493",0,1
"1494",0.398,0.602
"1495",0.038,0.962
"1496",0.008,0.992
"1497",0.056,0.944
"1498",0.092,0.908
"1499",0.128,0.872
"1500",0.014,0.986
"1501",0.15,0.85
"1502",0.17,0.83
"1503",0.054,0.946
"1504",0.744,0.256
"1505",0.534,0.466
"1506",0.026,0.974
"1507",0.012,0.988
"1508",0.314,0.686
"1509",0.118,0.882
"1510",0.014,0.986
"1511",0.694,0.306
"1512",0.534,0.466
"1513",0,1
"1514",0.1,0.9
"1515",0.142,0.858
"1516",0,1
"1517",0.026,0.974
"1518",0.36,0.64
"1519",0.502,0.498
"1520",0.01,0.99
"1521",0.79,0.21
"1522",0.276,0.724
"1523",0.082,0.918
"1524",0.072,0.928
"1525",0.006,0.994
"1526",0.04,0.96
"1527",0.032,0.968
"1528",0.212,0.788
"1529",0.128,0.872
"1530",0.13,0.87
"1531",0.032,0.968
"1532",0.002,0.998
"1533",0.012,0.988
"1534",0.388,0.612
"1535",0.018,0.982
"1536",0.176,0.824
"1537",0.57,0.43
"1538",0.018,0.982
"1539",0.096,0.904
"1540",0.042,0.958
"1541",0.01,0.99
"1542",0.05,0.95
"1543",0.778,0.222
"1544",0.074,0.926
"1545",0.166,0.834
"1546",0.054,0.946
"1547",0.062,0.938
"1548",0.01,0.99
"1549",0.222,0.778
"1550",0,1
"1551",0.538,0.462
"1552",0,1
"1553",0.638,0.362
"1554",0.016,0.984
"1555",0.03,0.97
"1556",0.124,0.876
"1557",0.038,0.962
"1558",0.014,0.986
"1559",0.038,0.962
"1560",0.008,0.992
"1561",0.43,0.57
"1562",0.31,0.69
"1563",0.83,0.17
"1564",0.096,0.904
"1565",0.004,0.996
"1566",0.298,0.702
"1567",0.06,0.94
"1568",0.012,0.988
"1569",0.044,0.956
"1570",0.156,0.844
"1571",0.3,0.7
"1572",0.688,0.312
"1573",0.134,0.866
"1574",0.026,0.974
"1575",0.038,0.962
"1576",0.4,0.6
"1577",0.086,0.914
"1578",0.016,0.984
"1579",0.17,0.83
"1580",0.898,0.102
"1581",0.056,0.944
"1582",0.05,0.95
"1583",0.068,0.932
"1584",0.022,0.978
"1585",0.024,0.976
"1586",0.004,0.996
"1587",0.576,0.424
"1588",0.092,0.908
"1589",0.068,0.932
"1590",0,1
"1591",0.22,0.78
"1592",0.488,0.512
"1593",0.29,0.71
"1594",0.082,0.918
"1595",0.22,0.78
"1596",0.084,0.916
"1597",0.038,0.962
"1598",0.036,0.964
"1599",0.388,0.612
"1600",0.122,0.878
"1601",0.032,0.968
"1602",0.062,0.938
"1603",0.076,0.924
"1604",0.098,0.902
"1605",0.042,0.958
"1606",0.088,0.912
"1607",0.164,0.836
"1608",0.426,0.574
"1609",0,1
"1610",0.362,0.638
"1611",0.018,0.982
"1612",0.028,0.972
"1613",0.298,0.702
"1614",0.322,0.678
"1615",0.062,0.938
"1616",0.036,0.964
"1617",0.288,0.712
"1618",0.182,0.818
"1619",0.006,0.994
"1620",0.15,0.85
"1621",0,1
"1622",0.128,0.872
"1623",0.09,0.91
"1624",0.706,0.294
"1625",0.016,0.984
"1626",0.114,0.886
"1627",0.028,0.972
"1628",0.07,0.93
"1629",0.16,0.84
"1630",0.13,0.87
"1631",0.238,0.762
"1632",0.05,0.95
"1633",0.72,0.28
"1634",0.1,0.9
"1635",0.004,0.996
"1636",0.084,0.916
"1637",0.33,0.67
"1638",0.086,0.914
"1639",0.332,0.668
"1640",0.118,0.882
"1641",0.324,0.676
"1642",0.046,0.954
"1643",0,1
"1644",0.114,0.886
"1645",0.076,0.924
"1646",0.194,0.806
"1647",0.054,0.946
"1648",0.106,0.894
"1649",0.502,0.498
"1650",0.012,0.988
"1651",0.602,0.398
"1652",0.76,0.24
"1653",0.306,0.694
"1654",0.168,0.832
"1655",0.074,0.926
"1656",0.118,0.882
"1657",0.178,0.822
"1658",0.08,0.92
"1659",0.074,0.926
"1660",0.002,0.998
"1661",0.004,0.996
"1662",0.162,0.838
"1663",0.784,0.216
"1664",0.12,0.88
"1665",0.092,0.908
"1666",0.01,0.99
"1667",0.666,0.334
"1668",0.112,0.888
"1669",0.064,0.936
"1670",0.564,0.436
"1671",0.304,0.696
"1672",0.204,0.796
"1673",0.062,0.938
"1674",0.872,0.128
"1675",0.102,0.898
"1676",0.002,0.998
"1677",0.158,0.842
"1678",0.086,0.914
"1679",0.154,0.846
"1680",0.014,0.986
"1681",0.008,0.992
"1682",0.272,0.728
"1683",0.666,0.334
"1684",0.014,0.986
"1685",0.202,0.798
"1686",0.352,0.648
"1687",0.616,0.384
"1688",0.004,0.996
"1689",0.214,0.786
"1690",0.294,0.706
"1691",0.014,0.986
"1692",0.512,0.488
"1693",0.096,0.904
"1694",0.078,0.922
"1695",0.016,0.984
"1696",0.064,0.936
"1697",0.012,0.988
"1698",0.064,0.936
"1699",0.206,0.794
"1700",0.038,0.962
"1701",0.38,0.62
"1702",0.004,0.996
"1703",0.576,0.424
"1704",0.302,0.698
"1705",0.082,0.918
"1706",0.05,0.95
"1707",0.06,0.94
"1708",0.014,0.986
"1709",0,1
"1710",0.172,0.828
"1711",0.402,0.598
"1712",0.166,0.834
"1713",0.028,0.972
"1714",0.064,0.936
"1715",0.016,0.984
"1716",0.06,0.94
"1717",0.094,0.906
"1718",0.082,0.918
"1719",0.054,0.946
"1720",0.05,0.95
"1721",0.86,0.14
"1722",0.134,0.866
"1723",0,1
"1724",0.01,0.99
"1725",0.136,0.864
"1726",0.166,0.834
"1727",0.094,0.906
"1728",0.828,0.172
"1729",0.002,0.998
"1730",0.014,0.986
"1731",0.586,0.414
"1732",0.018,0.982
"1733",0.026,0.974
"1734",0.03,0.97
"1735",0.1,0.9
"1736",0.228,0.772
"1737",0.146,0.854
"1738",0.048,0.952
"1739",0.02,0.98
"1740",0.048,0.952
"1741",0.28,0.72
"1742",0.088,0.912
"1743",0.01,0.99
"1744",0.544,0.456
"1745",0.46,0.54
"1746",0.11,0.89
"1747",0,1
"1748",0.108,0.892
"1749",0.504,0.496
"1750",0.01,0.99
"1751",0.064,0.936
"1752",0.032,0.968
"1753",0.038,0.962
"1754",0.504,0.496
"1755",0.012,0.988
"1756",0.672,0.328
"1757",0.498,0.502
"1758",0.036,0.964
"1759",0.006,0.994
"1760",0,1
"1761",0.004,0.996
"1762",0.04,0.96
"1763",0.06,0.94
"1764",0.076,0.924
"1765",0,1
"1766",0.562,0.438
"1767",0.594,0.406
"1768",0.028,0.972
"1769",0.032,0.968
"1770",0.018,0.982
"1771",0.152,0.848
"1772",0.514,0.486
"1773",0.206,0.794
"1774",0.652,0.348
"1775",0.012,0.988
"1776",0.088,0.912
"1777",0.008,0.992
"1778",0,1
"1779",0.044,0.956
"1780",0.692,0.308
"1781",0.008,0.992
"1782",0.254,0.746
"1783",0.082,0.918
"1784",0.046,0.954
"1785",0,1
"1786",0.054,0.946
"1787",0.006,0.994
"1788",0.008,0.992
"1789",0.03,0.97
"1790",0.004,0.996
"1791",0.02,0.98
"1792",0.006,0.994
"1793",0.764,0.236
"1794",0.022,0.978
"1795",0,1
"1796",0.15,0.85
"1797",0.018,0.982
"1798",0.142,0.858
"1799",0.084,0.916
"1800",0.002,0.998
"1801",0.02,0.98
"1802",0.202,0.798
"1803",0.018,0.982
"1804",0.124,0.876
"1805",0.52,0.48
"1806",0.332,0.668
"1807",0.444,0.556
"1808",0.162,0.838
"1809",0.246,0.754
"1810",0.018,0.982
"1811",0.01,0.99
"1812",0.296,0.704
"1813",0.052,0.948
"1814",0.068,0.932
"1815",0.112,0.888
"1816",0.11,0.89
"1817",0.024,0.976
"1818",0.116,0.884
"1819",0.01,0.99
"1820",0.022,0.978
"1821",0.048,0.952
"1822",0.264,0.736
"1823",0.018,0.982
"1824",0.29,0.71
"1825",0.43,0.57
"1826",0.548,0.452
"1827",0.08,0.92
"1828",0.426,0.574
"1829",0.106,0.894
"1830",0.034,0.966
"1831",0.004,0.996
"1832",0.066,0.934
"1833",0.638,0.362
"1834",0.014,0.986
"1835",0.132,0.868
"1836",0.018,0.982
"1837",0.104,0.896
"1838",0.164,0.836
"1839",0.032,0.968
"1840",0.452,0.548
"1841",0,1
"1842",0.028,0.972
"1843",0.046,0.954
"1844",0.014,0.986
"1845",0.082,0.918
"1846",0.528,0.472
"1847",0.446,0.554
"1848",0,1
"1849",0.38,0.62
"1850",0,1
"1851",0.318,0.682
"1852",0.012,0.988
"1853",0,1
"1854",0.048,0.952
"1855",0.008,0.992
"1856",0.048,0.952
"1857",0.094,0.906
"1858",0.652,0.348
"1859",0.328,0.672
"1860",0.058,0.942
"1861",0.372,0.628
"1862",0.376,0.624
"1863",0.514,0.486
"1864",0.014,0.986
"1865",0.822,0.178
"1866",0.09,0.91
"1867",0.048,0.952
"1868",0.028,0.972
"1869",0.074,0.926
"1870",0.898,0.102
"1871",0,1
"1872",0.594,0.406
"1873",0.04,0.96
"1874",0.024,0.976
"1875",0.084,0.916
"1876",0.234,0.766
"1877",0.064,0.936
"1878",0.074,0.926
"1879",0.54,0.46
"1880",0.14,0.86
"1881",0,1
"1882",0.026,0.974
"1883",0.08,0.92
"1884",0,1
"1885",0.052,0.948
"1886",0.136,0.864
"1887",0.036,0.964
"1888",0.014,0.986
"1889",0.072,0.928
"1890",0.6,0.4
"1891",0.656,0.344
"1892",0.05,0.95
"1893",0.54,0.46
"1894",0.75,0.25
"1895",0.036,0.964
"1896",0.002,0.998
"1897",0,1
"1898",0.204,0.796
"1899",0.134,0.866
"1900",0.006,0.994
"1901",0.33,0.67
"1902",0.274,0.726
"1903",0.244,0.756
"1904",0.542,0.458
"1905",0,1
"1906",0.054,0.946
"1907",0.042,0.958
"1908",0,1
"1909",0.068,0.932
"1910",0.256,0.744
"1911",0.224,0.776
"1912",0.048,0.952
"1913",0.038,0.962
"1914",0.028,0.972
"1915",0.438,0.562
"1916",0.006,0.994
"1917",0.626,0.374
"1918",0.078,0.922
"1919",0.098,0.902
"1920",0.002,0.998
"1921",0.076,0.924
"1922",0.698,0.302
"1923",0.092,0.908
"1924",0.222,0.778
"1925",0,1
"1926",0.04,0.96
"1927",0.012,0.988
"1928",0.062,0.938
"1929",0.61,0.39
"1930",0.184,0.816
"1931",0.032,0.968
"1932",0.008,0.992
"1933",0.016,0.984
"1934",0.034,0.966
"1935",0.422,0.578
"1936",0.018,0.982
"1937",0.274,0.726
"1938",0.036,0.964
"1939",0.034,0.966
"1940",0.086,0.914
"1941",0.354,0.646
"1942",0.11,0.89
"1943",0.002,0.998
"1944",0.016,0.984
"1945",0.452,0.548
"1946",0.444,0.556
"1947",0.654,0.346
"1948",0.202,0.798
"1949",0.446,0.554
"1950",0.018,0.982
"1951",0.41,0.59
"1952",0.12,0.88
"1953",0.224,0.776
"1954",0,1
"1955",0.586,0.414
"1956",0.262,0.738
"1957",0.034,0.966
"1958",0.144,0.856
"1959",0.264,0.736
"1960",0.002,0.998
"1961",0.152,0.848
"1962",0.036,0.964
"1963",0,1
"1964",0.004,0.996
"1965",0.004,0.996
"1966",0.18,0.82
"1967",0.012,0.988
"1968",0.002,0.998
"1969",0.242,0.758
"1970",0.29,0.71
"1971",0.804,0.196
"1972",0.556,0.444
"1973",0.742,0.258
"1974",0.106,0.894
"1975",0.184,0.816
"1976",0.086,0.914
"1977",0.1,0.9
"1978",0.092,0.908
"1979",0.202,0.798
"1980",0.572,0.428
"1981",0.016,0.984
"1982",0.062,0.938
"1983",0.084,0.916
"1984",0.07,0.93
"1985",0,1
"1986",0.454,0.546
"1987",0.122,0.878
"1988",0.034,0.966
"1989",0,1
"1990",0.53,0.47
"1991",0.09,0.91
"1992",0.038,0.962
"1993",0.106,0.894
"1994",0.43,0.57
"1995",0.546,0.454
"1996",0.13,0.87
"1997",0,1
"1998",0.076,0.924
"1999",0.162,0.838
"2000",0.09,0.91
"2001",0.124,0.876
"2002",0.034,0.966
"2003",0.126,0.874
"2004",0.434,0.566
"2005",0.428,0.572
"2006",0.57,0.43
"2007",0.03,0.97
"2008",0.048,0.952
"2009",0.172,0.828
"2010",0.448,0.552
"2011",0.016,0.984
"2012",0.04,0.96
"2013",0.042,0.958
"2014",0,1
"2015",0.028,0.972
"2016",0.438,0.562
"2017",0,1
"2018",0.232,0.768
"2019",0.324,0.676
"2020",0.052,0.948
"2021",0.06,0.94
"2022",0.778,0.222
"2023",0.004,0.996
"2024",0.102,0.898
"2025",0.692,0.308
"2026",0.03,0.97
"2027",0.698,0.302
"2028",0.112,0.888
"2029",0,1
"2030",0.706,0.294
"2031",0,1
"2032",0.206,0.794
"2033",0.156,0.844
"2034",0.652,0.348
"2035",0.006,0.994
"2036",0.016,0.984
"2037",0.474,0.526
"2038",0.294,0.706
"2039",0.006,0.994
"2040",0.654,0.346
"2041",0.264,0.736
"2042",0.506,0.494
"2043",0.308,0.692
"2044",0.072,0.928
"2045",0.036,0.964
"2046",0.026,0.974
"2047",0.358,0.642
"2048",0.666,0.334
"2049",0.118,0.882
"2050",0.116,0.884
"2051",0.008,0.992
"2052",0.012,0.988
"2053",0.154,0.846
"2054",0.354,0.646
"2055",0.748,0.252
"2056",0,1
"2057",0.11,0.89
"2058",0.654,0.346
"2059",0.134,0.866
"2060",0.134,0.866
"2061",0.3,0.7
"2062",0.344,0.656
"2063",0.406,0.594
"2064",0.124,0.876
"2065",0.38,0.62
"2066",0.042,0.958
"2067",0.124,0.876
"2068",0.048,0.952
"2069",0.022,0.978
"2070",0.116,0.884
"2071",0.042,0.958
"2072",0.08,0.92
"2073",0.056,0.944
"2074",0.98,0.02
"2075",0.178,0.822
"2076",0.018,0.982
"2077",0.408,0.592
"2078",0.408,0.592
"2079",0,1
"2080",0.018,0.982
"2081",0.234,0.766
"2082",0.56,0.44
"2083",0.506,0.494
"2084",0.058,0.942
"2085",0.486,0.514
"2086",0.892,0.108
"2087",0.018,0.982
"2088",0.034,0.966
"2089",0.514,0.486
"2090",0.3,0.7
"2091",0.318,0.682
"2092",0.008,0.992
"2093",0.256,0.744
"2094",0,1
"2095",0.1,0.9
"2096",0.444,0.556
"2097",0.34,0.66
"2098",0.034,0.966
"2099",0.23,0.77
"2100",0.066,0.934
"2101",0.358,0.642
"2102",0.356,0.644
"2103",0.084,0.916
"2104",0.094,0.906
"2105",0.55,0.45
"2106",0,1
"2107",0.142,0.858
"2108",0.086,0.914
"2109",0.574,0.426
"2110",0.058,0.942
"2111",0.056,0.944
"2112",0.018,0.982
"2113",0.286,0.714
"2114",0.014,0.986
"2115",0.432,0.568
"2116",0.088,0.912
"2117",0.52,0.48
"2118",0.06,0.94
"2119",0.006,0.994
"2120",0.058,0.942
"2121",0.308,0.692
"2122",0,1
"2123",0,1
"2124",0.388,0.612
"2125",0.004,0.996
"2126",0.11,0.89
"2127",0.072,0.928
"2128",0.044,0.956
"2129",0.11,0.89
"2130",0.3,0.7
"2131",0.01,0.99
"2132",0.058,0.942
"2133",0.464,0.536
"2134",0.062,0.938
"2135",0.072,0.928
"2136",0.046,0.954
"2137",0.12,0.88
"2138",0.06,0.94
"2139",0.016,0.984
"2140",0.088,0.912
"2141",0.672,0.328
"2142",0.192,0.808
"2143",0,1
"2144",0.17,0.83
"2145",0.584,0.416
"2146",0.59,0.41
"2147",0.092,0.908
"2148",0.134,0.866
"2149",0.154,0.846
"2150",0.63,0.37
"2151",0.224,0.776
"2152",0.018,0.982
"2153",0.008,0.992
"2154",0.098,0.902
"2155",0.03,0.97
"2156",0.008,0.992
"2157",0.85,0.15
"2158",0.714,0.286
"2159",0.034,0.966
"2160",0.008,0.992
"2161",0.872,0.128
"2162",0.87,0.13
"2163",0.072,0.928
"2164",0.602,0.398
"2165",0.06,0.94
"2166",0.442,0.558
"2167",0.324,0.676
"2168",0.002,0.998
"2169",0.126,0.874
"2170",0.062,0.938
"2171",0.108,0.892
"2172",0.698,0.302
"2173",0.002,0.998
"2174",0.5,0.5
"2175",0.138,0.862
"2176",0.088,0.912
"2177",0,1
"2178",0.316,0.684
"2179",0.574,0.426
"2180",0.338,0.662
"2181",0.02,0.98
"2182",0.324,0.676
"2183",0.044,0.956
"2184",0.058,0.942
"2185",0.08,0.92
"2186",0.626,0.374
"2187",0.162,0.838
"2188",0,1
"2189",0.054,0.946
"2190",0.074,0.926
"2191",0.184,0.816
"2192",0.05,0.95
"2193",0.046,0.954
"2194",0.054,0.946
"2195",0.056,0.944
"2196",0.108,0.892
"2197",0.104,0.896
"2198",0.762,0.238
"2199",0.626,0.374
"2200",0.022,0.978
"2201",0.004,0.996
"2202",0.506,0.494
"2203",0.234,0.766
"2204",0,1
"2205",0.088,0.912
"2206",0.068,0.932
"2207",0.498,0.502
"2208",0.216,0.784
"2209",0.116,0.884
"2210",0,1
"2211",0,1
"2212",0,1
"2213",0.22,0.78
"2214",0.8,0.2
"2215",0.062,0.938
"2216",0.208,0.792
"2217",0.1,0.9
"2218",0.458,0.542
"2219",0.136,0.864
"2220",0.462,0.538
"2221",0.096,0.904
"2222",0,1
"2223",0.576,0.424
"2224",0.008,0.992
"2225",0.102,0.898
"2226",0.528,0.472
"2227",0.222,0.778
"2228",0.566,0.434
"2229",0.148,0.852
"2230",0.242,0.758
"2231",0.026,0.974
"2232",0.122,0.878
"2233",0.1,0.9
"2234",0.02,0.98
"2235",0.024,0.976
"2236",0.116,0.884
"2237",0.008,0.992
"2238",0.722,0.278
"2239",0.066,0.934
"2240",0.796,0.204
"2241",0.854,0.146
"2242",0.006,0.994
"2243",0,1
"2244",0.022,0.978
"2245",0.082,0.918
"2246",0.004,0.996
"2247",0.062,0.938
"2248",0.074,0.926
"2249",0.042,0.958
"2250",0.014,0.986
"2251",0.39,0.61
"2252",0.094,0.906
"2253",0,1
"2254",0.038,0.962
"2255",0.074,0.926
"2256",0.004,0.996
"2257",0.068,0.932
"2258",0.428,0.572
"2259",0.042,0.958
"2260",0.232,0.768
"2261",0.056,0.944
"2262",0.042,0.958
"2263",0.02,0.98
"2264",0.024,0.976
"2265",0.024,0.976
"2266",0.046,0.954
"2267",0.002,0.998
"2268",0.024,0.976
"2269",0.554,0.446
"2270",0,1
"2271",0.732,0.268
"2272",0.672,0.328
"2273",0.486,0.514
"2274",0.152,0.848
"2275",0.028,0.972
"2276",0.1,0.9
"2277",0.514,0.486
"2278",0.014,0.986
"2279",0.768,0.232
"2280",0.438,0.562
"2281",0.876,0.124
"2282",0.034,0.966
"2283",0,1
"2284",0.026,0.974
"2285",0,1
"2286",0.03,0.97
"2287",0.026,0.974
"2288",0.592,0.408
"2289",0.024,0.976
"2290",0,1
"2291",0.002,0.998
"2292",0.222,0.778
"2293",0.132,0.868
"2294",0.012,0.988
"2295",0.072,0.928
"2296",0.006,0.994
"2297",0.088,0.912
"2298",0.066,0.934
"2299",0.19,0.81
"2300",0.04,0.96
"2301",0.034,0.966
"2302",0.018,0.982
"2303",0.012,0.988
"2304",0.354,0.646
"2305",0.082,0.918
"2306",0.118,0.882
"2307",0.014,0.986
"2308",0.356,0.644
"2309",0.126,0.874
"2310",0.476,0.524
"2311",0,1
"2312",0.022,0.978
"2313",0.042,0.958
"2314",0,1
"2315",0.124,0.876
"2316",0.02,0.98
"2317",0.33,0.67
"2318",0.106,0.894
"2319",0.728,0.272
"2320",0,1
"2321",0.084,0.916
"2322",0.07,0.93
"2323",0.002,0.998
"2324",0.014,0.986
"2325",0.028,0.972
"2326",0.006,0.994
"2327",0.04,0.96
"2328",0.238,0.762
"2329",0.166,0.834
"2330",0.09,0.91
"2331",0.066,0.934
"2332",0.836,0.164
"2333",0.038,0.962
"2334",0.67,0.33
"2335",0.414,0.586
"2336",0.322,0.678
"2337",0.01,0.99
"2338",0.556,0.444
"2339",0.01,0.99
"2340",0.122,0.878
"2341",0.162,0.838
"2342",0.53,0.47
"2343",0.72,0.28
"2344",0.008,0.992
"2345",0.15,0.85
"2346",0.208,0.792
"2347",0.01,0.99
"2348",0.088,0.912
"2349",0.026,0.974
"2350",0.186,0.814
"2351",0.122,0.878
"2352",0.016,0.984
"2353",0.014,0.986
"2354",0,1
"2355",0.13,0.87
"2356",0.118,0.882
"2357",0.72,0.28
"2358",0.488,0.512
"2359",0.046,0.954
"2360",0.558,0.442
"2361",0.126,0.874
"2362",0.006,0.994
"2363",0.042,0.958
"2364",0.106,0.894
"2365",0.42,0.58
"2366",0.006,0.994
"2367",0.052,0.948
"2368",0.746,0.254
"2369",0,1
"2370",0.032,0.968
"2371",0.146,0.854
"2372",0.02,0.98
"2373",0.024,0.976
"2374",0.16,0.84
"2375",0.04,0.96
"2376",0.428,0.572
"2377",0.196,0.804
"2378",0.002,0.998
"2379",0.52,0.48
"2380",0.006,0.994
"2381",0.034,0.966
"2382",0.104,0.896
"2383",0.004,0.996
"2384",0.646,0.354
"2385",0.034,0.966
"2386",0.244,0.756
"2387",0.71,0.29
"2388",0.012,0.988
"2389",0.05,0.95
"2390",0.886,0.114
"2391",0.068,0.932
"2392",0.008,0.992
"2393",0.666,0.334
"2394",0.166,0.834
"2395",0.696,0.304
"2396",0.06,0.94
"2397",0.262,0.738
"2398",0.052,0.948
"2399",0.65,0.35
"2400",0.356,0.644
"2401",0.492,0.508
"2402",0.444,0.556
"2403",0.04,0.96
"2404",0.034,0.966
"2405",0.494,0.506
"2406",0.062,0.938
"2407",0.002,0.998
"2408",0.108,0.892
"2409",0.272,0.728
"2410",0.022,0.978
"2411",0.082,0.918
"2412",0.014,0.986
"2413",0.468,0.532
"2414",0.324,0.676
"2415",0.79,0.21
"2416",0.084,0.916
"2417",0,1
"2418",0.054,0.946
"2419",0.022,0.978
"2420",0,1
"2421",0.048,0.952
"2422",0.01,0.99
"2423",0.46,0.54
"2424",0.016,0.984
"2425",0.776,0.224
"2426",0.434,0.566
"2427",0.074,0.926
"2428",0.042,0.958
"2429",0.646,0.354
"2430",0.092,0.908
"2431",0.012,0.988
"2432",0.51,0.49
"2433",0.104,0.896
"2434",0.026,0.974
"2435",0.296,0.704
"2436",0.064,0.936
"2437",0.326,0.674
"2438",0.012,0.988
"2439",0,1
"2440",0.026,0.974
"2441",0.586,0.414
"2442",0.67,0.33
"2443",0,1
"2444",0.002,0.998
"2445",0.006,0.994
"2446",0.01,0.99
"2447",0.072,0.928
"2448",0.096,0.904
"2449",0.058,0.942
"2450",0.02,0.98
"2451",0.008,0.992
"2452",0.088,0.912
"2453",0.086,0.914
"2454",0.762,0.238
"2455",0.128,0.872
"2456",0.022,0.978
"2457",0.002,0.998
"2458",0.056,0.944
"2459",0.028,0.972
"2460",0.33,0.67
"2461",0,1
"2462",0.5,0.5
"2463",0.098,0.902
"2464",0.078,0.922
